FID,ROAD_ID,ROADWAY,RD_STATUS,NUMSECTION,COUNTY,SECTION_,BEGIN_POST,END_POST,RTLENGTH,HIGHMEASUR,SHAPE_Leng,DISTRICT,COUNTYDOT,COUNTYNM,MNG_DIST,Shape__Length
15367,86000047,86000047,09,19,86,000047,0,6.159,6.158,6.159,9911.0616,4,86,Broward,4,9911.06164824353
15368,93000364,93000364,09,2,93,000364,0,1.825,1.825,1.825,2937.3324,4,93,Palm Beach,4,2937.33244087527
15369,58170000,58170000,02,10,58,170000,0,10.956,11.002,10.956,17705.5421,3,58,Santa Rosa,3,17705.542111106
15370,93000328,93000328,09,1,93,000328,0,0.294,0.285,0.294,459.4667,4,93,Palm Beach,4,459.466698756634
15371,87900171,87900171,16,1,87,900171,0,0.714,0.714,0.714,1148.4932,6,87,Miami-Dade,6,1148.49323549962
15372,87471276,87471276,07,1,87,471276,0,0.279,0.28,0.279,450.1872,6,87,Miami-Dade,8,450.187185335616
15373,87077501,87077501,09,11,87,077501,0,3.066,3.074,3.066,4946.3911,6,87,Miami-Dade,6,4946.3911307375
15374,87471277,87471277,07,1,87,471277,0,0.163,0.165,0.163,265.7569,6,87,Miami-Dade,8,265.756877800454
15375,87900175,87900175,16,1,87,900175,0,0.495,0.495,0.495,796.6609,6,87,Miami-Dade,6,796.660918526255
15376,16900041,16900041,16,1,16,900041,0,0.191,0.191,0.191,306.792,1,16,Polk,1,306.792001422891
15377,77000403,77000403,09,3,77,000403,0,0.2,0.199,0.2,321.0143,5,77,Seminole,5,321.014318749871
15378,72002042,72002042,07,2,72,002042,0,0.263,0.262,0.263,422.1305,2,72,Duval,2,422.130479248582
15379,87900174,87900174,16,1,87,900174,0,0.232,0.231,0.232,372.529,6,87,Miami-Dade,6,372.528976037175
15380,15900051,15900051,16,2,15,900051,0,0.327,0.327,0.327,525.8829,7,15,Pinellas,7,525.88294958151
15381,17900006,17900006,16,1,17,900006,0,1.313,1.314,1.313,2114.109,1,17,Sarasota,1,2114.10901532106
15382,72003064,72003064,02,4,72,003064,0,1.181,1.192,1.181,1917.9953,2,72,Duval,2,1917.99527142056
15383,72040337,72040337,02,5,72,040337,0,0.966,0.956,0.966,1539.3332,2,72,Duval,2,1539.33324877559
15384,72040131,72040131,02,8,72,040131,0,1.599,1.599,1.599,2574.112,2,72,Duval,2,2574.11198751521
15385,58000011,58000011,09,3,58,000011,0,4.303,4.319,4.303,6951.1838,3,58,Santa Rosa,3,6951.18382740264
15386,87900173,87900173,16,1,87,900173,0,0.171,0.171,0.171,274.843,6,87,Miami-Dade,6,274.842969964992
15387,87900184,87900184,16,1,87,900184,0,0.173,0.175,0.173,282.0306,6,87,Miami-Dade,6,282.030635036107
15388,72270210,72270210,07,4,72,270210,0,0.973,0.973,0.973,1565.8938,2,72,Duval,2,1565.89376167314
15389,93000313,93000313,09,3,93,000313,0,0.358,0.361,0.358,581.6824,4,93,Palm Beach,4,581.682378270613
15390,93000434,93000434,09,3,93,000434,0,1.236,1.236,1.236,1989.5512,4,93,Palm Beach,4,1989.55124198207
15391,86000637,86000637,09,2,86,000637,0,0.292,0.297,0.292,477.4284,4,86,Broward,4,477.428422515756
15392,93000327,93000327,09,2,93,000327,0,0.661,0.669,0.661,1076.3069,4,93,Palm Beach,4,1076.30694286929
15393,15900053,15900053,16,2,15,900053,0,0.187,0.188,0.187,302.4723,7,15,Pinellas,7,302.472301501807
15394,15900054,15900054,16,2,15,900054,0,0.164,0.165,0.164,265.587,7,15,Pinellas,7,265.586984778023
15395,93000344,93000344,09,5,93,000344,0,1.382,1.382,1.382,2224.9163,4,93,Palm Beach,4,2224.91633753983
15396,15900050,15900050,16,2,15,900050,0,0.33,0.331,0.33,533.4975,7,15,Pinellas,7,533.497501388542
15397,86075045,86075045,07,6,86,075045,0,1.475,1.473,1.475,2370.4468,4,86,Broward,4,2370.44675166053
15398,58000015,58000015,09,10,58,000015,0,20.236,20.236,20.236,32566.7897,3,58,Santa Rosa,3,32566.789713166
15399,86000210,86000210,09,2,86,000210,0,0.352,0.355,0.352,571.8878,4,86,Broward,4,571.887817527994
15400,87000214,87000214,09,7,87,000214,0,2.025,2.026,2.025,3260.348,6,87,Miami-Dade,6,3260.34803990324
15401,86000454,86000454,09,2,86,000454,0,0.596,0.602,0.596,969.0024,4,86,Broward,4,969.002354972981
15402,13000141,13000141,09,3,13,000141,0,2.708,2.708,2.708,4358.7084,1,13,Manatee,1,4358.70836814427
15403,12000002,12000002,09,6,12,000002,0,5.426,5.413,5.426,8710.957,1,12,Lee,1,8710.95700617858
15404,86000481,86000481,09,5,86,000481,0,2.469,2.49,2.469,4007.3362,4,86,Broward,4,4007.33616739887
15405,11000015,11000015,09,4,11,000015,0,2.376,2.373,2.376,3819.6938,5,11,Lake,5,3819.69377254899
15406,10825000,10825000,09,6,10,825000,0,6.052,6.059,6.052,9750.6213,7,10,Hillsborough,7,9750.62128353815
15407,1000010,01000010,09,2,01,000010,0,0.465,0.472,0.465,760.0987,1,01,Charlotte,1,760.098745369518
15408,86000245,86000245,09,2,86,000245,0,0.542,0.547,0.542,879.6011,4,86,Broward,4,879.601133654347
15409,86000030,86000030,09,2,86,000030,0,0.323,0.327,0.323,525.7957,4,86,Broward,4,525.79568699341
15410,93900361,93900361,16,1,93,900361,0,0.088,0.088,0.088,140.8916,4,93,Palm Beach,4,140.891604861556
15411,93900366,93900366,16,1,93,900366,0,0.292,0.292,0.292,469.2749,4,93,Palm Beach,4,469.274883025401
15412,1000003,01000003,09,3,01,000003,0,1.763,1.766,1.763,2842.5055,1,01,Charlotte,1,2842.50548916072
15413,14000132,14000132,09,3,14,000132,0,1.002,1,1.002,1609.1701,7,14,Pasco,7,1609.17007374881
15414,93900374,93900374,16,2,93,900374,0,0.931,0.93,0.931,1496.4223,4,93,Palm Beach,4,1496.42225831073
15415,92471027,92471027,07,1,92,471027,0,0.228,0.229,0.228,368.0009,5,92,Osceola,8,368.000902235016
15416,86000466,86000466,09,5,86,000466,0,1.085,1.094,1.085,1760.0652,4,86,Broward,4,1760.06522543739
15417,86900023,86900023,16,2,86,900023,0,0.227,0.232,0.227,374.0863,4,86,Broward,4,374.086297592886
15418,10030001,10030001,02,7,10,030001,0,0.925,0.924,0.925,1486.6743,7,10,Hillsborough,7,1486.67433514243
15419,86900168,86900168,16,2,86,900168,0,1.163,1.164,1.163,1872.9106,4,86,Broward,4,1872.91059802034
15420,86000189,86000189,09,2,86,000189,0,0.778,0.782,0.778,1257.7883,4,86,Broward,4,1257.78831497576
15421,15000141,15000141,09,6,15,000141,0,2.569,2.571,2.569,4137.4153,7,15,Pinellas,7,4137.41527055457
15422,1000565,01000565,09,3,01,000565,0,2.095,2.105,2.095,3387.3145,1,01,Charlotte,1,3387.31446602294
15423,14000088,14000088,09,5,14,000088,0,3.814,3.833,3.814,6168.2512,7,14,Pasco,7,6168.25119617573
15424,86000484,86000484,09,4,86,000484,0,0.901,0.911,0.901,1466.0693,4,86,Broward,4,1466.06929906122
15425,1530000,01530000,09,10,01,530000,0,5.265,5.267,5.265,8476.6612,1,01,Charlotte,1,8476.66116708073
15426,86000172,86000172,09,7,86,000172,0,0.984,0.997,0.984,1604.1734,4,86,Broward,4,1604.17341564648
15427,60010000,60010000,02,24,60,010000,0,21.905,21.971,21.905,35358.1335,3,60,Walton,3,35358.133459
15428,26000039,26000039,09,11,26,000039,0,1.705,1.71,1.705,2751.3933,2,26,Alachua,2,2751.39327357827
15429,26000037,26000037,09,13,26,000037,0,1.613,1.631,1.613,2624.1399,2,26,Alachua,2,2624.13989185197
15430,93000160,93000160,09,11,93,000160,0,1.988,1.992,1.988,3205.4946,4,93,Palm Beach,4,3205.49455984103
15431,54001020,54001020,07,4,54,001020,0,0.295,0.37,0.295,595.2763,3,54,Jefferson,3,595.276336410462
15432,54001001,54001001,07,4,54,001001,0,0.262,0.328,0.262,527.1892,3,54,Jefferson,3,527.189211573398
15433,54001007,54001007,07,4,54,001007,0,0.26,0.346,0.26,557.399,3,54,Jefferson,3,557.399005031902
15434,93900370,93900370,16,2,93,900370,0,0.236,0.236,0.236,380.5339,4,93,Palm Beach,4,380.533895547662
15435,55320046,55320046,07,4,55,320046,0,0.109,0.155,0.109,249.8651,3,55,Leon,3,249.865080766123
15436,55020000,55020000,02,35,55,020000,0,19.323,19.333,19.323,31113.7473,3,55,Leon,3,31113.7473060105
15437,46509000,46509000,09,3,46,509000,0,1.325,1.334,1.325,2146.8824,3,46,Bay,3,2146.882415807
15438,58642000,58642000,09,3,58,642000,0,9.849,9.885,9.849,15908.8176,3,58,Santa Rosa,3,15908.8176349903
15439,14000126,14000126,09,5,14,000126,0,2.492,2.476,2.492,3985.3246,7,14,Pasco,7,3985.32461506654
15440,75000484,75000484,02,2,75,000484,0,0.077,0.076,0.077,122.8818,5,75,Orange,5,122.881813536632
15441,14000167,14000167,09,3,14,000167,0,1.797,1.8,1.797,2896.7604,7,14,Pasco,7,2896.76038727223
15442,87900057,87900057,16,3,87,900057,0,0.507,0.507,0.507,815.3261,6,87,Miami-Dade,6,815.326125542103
15443,12000232,12000232,09,5,12,000232,0,4.52,4.526,4.52,7284.6824,1,12,Lee,1,7284.68236711682
15444,27070000,27070000,12,13,27,070000,0,8.738,8.738,8.738,14061.9758,2,27,Baker,2,14061.9758186279
15445,15050002,15050002,02,2,15,050002,0,1.133,1.134,1.133,1825.7864,7,15,Pinellas,7,1825.78641435098
15446,53000067,53000067,09,2,53,000067,0,4.588,4.594,4.588,7392.7747,3,53,Jackson,3,7392.77471823854
15447,86000229,86000229,09,8,86,000229,0,2.223,2.227,2.223,3584.5412,4,86,Broward,4,3584.54124855125
15448,13000161,13000161,09,1,13,000161,0,0.424,0.421,0.424,677.9858,1,13,Manatee,1,677.985815436097
15449,48900025,48900025,16,4,48,900025,0,0.668,0.671,0.668,1080.1361,3,48,Escambia,3,1080.13605279632
15450,61501001,61501001,09,1,61,501001,0,0.17,0.172,0.17,276.3635,3,61,Washington,3,276.363545530465
15451,61090000,61090000,09,4,61,090000,10.875,15.447,4.579,15.447,7369.0664,3,61,Washington,3,7369.06644275634
15452,48900028,48900028,16,3,48,900028,0,0.476,0.48,0.476,772.9569,3,48,Escambia,3,772.956884861034
15453,58000017,58000017,09,1,58,000017,0,1.011,1.011,1.011,1627.5447,3,58,Santa Rosa,3,1627.54466052795
15454,14570100,14570100,09,2,14,570100,0,0.119,0.124,0.119,199.3883,7,14,Pasco,7,199.388349026617
15455,92030001,92030001,02,2,92,030001,0,2.336,2.334,2.336,3756.6784,5,92,Osceola,5,3756.67841053686
15456,36000069,36000069,09,5,36,000069,0,10.269,10.297,10.269,16572.0277,5,36,Marion,5,16572.027744949
15457,72016022,72016022,07,1,72,016022,0,0.339,0.347,0.339,557.887,2,72,Duval,2,557.887001673288
15458,87106000,87106000,09,4,87,106000,0.054,0.55,0.496,0.55,797.987,6,87,Miami-Dade,6,797.986979387993
15459,72040338,72040338,02,6,72,040338,0,1.57,1.571,1.57,2527.8978,2,72,Duval,2,2527.89777860126
15460,11000193,11000193,02,1,11,000193,0,0.154,0.153,0.154,246.03,5,11,Lake,5,246.029995531213
15461,11320113,11320113,07,1,11,320113,0,0.208,0.212,0.208,341.3019,5,11,Lake,5,341.301944762907
15462,11000198,11000198,02,1,11,000198,0,0.129,0.129,0.129,207.3406,5,11,Lake,5,207.340576122016
15463,11580000,11580000,12,6,11,580000,0,7.678,7.682,7.678,12363.1546,5,11,Lake,5,12363.1546352104
15464,11322000,11322000,02,1,11,322000,0,0.241,0.243,0.241,391.2698,5,11,Lake,5,391.269841107586
15465,11320115,11320115,07,1,11,320115,0,0.401,0.401,0.401,645.3522,5,11,Lake,5,645.352158518605
15466,16900048,16900048,16,1,16,900048,0,0.303,0.303,0.303,487.8967,1,16,Polk,1,487.896671159792
15467,14570200,14570200,09,2,14,570200,0,0.077,0.084,0.077,134.735,7,14,Pasco,7,134.73503562046
15468,93000347,93000347,09,1,93,000347,0,0.538,0.538,0.538,865.3984,4,93,Palm Beach,4,865.398355972382
15469,86000628,86000628,09,2,86,000628,0,1.383,1.386,1.383,2230.8513,4,86,Broward,4,2230.85129286491
15470,16900045,16900045,16,1,16,900045,0,0.22,0.22,0.22,354.7447,1,16,Polk,1,354.744726551482
15471,14900009,14900009,16,1,14,900009,0,0.243,0.246,0.243,395.5746,7,14,Pasco,7,395.574582539907
15472,74040000,74040000,12,25,74,040000,0,30.548,30.556,30.548,49175.9196,2,74,Nassau,2,49175.9196134243
15473,37000053,37000053,09,1,37,000053,0,0.83,0.83,0.83,1335.6715,2,37,Suwannee,2,1335.6714580312
15474,15900048,15900048,16,1,15,900048,0,0.041,0.041,0.041,65.2608,7,15,Pinellas,7,65.2607633970288
15475,46525000,46525000,09,6,46,525000,0,1.502,1.511,1.502,2431.3544,3,46,Bay,3,2431.35441496755
15476,93000340,93000340,09,2,93,000340,0,0.582,0.586,0.582,942.408,4,93,Palm Beach,4,942.408000840319
15477,86000182,86000182,09,2,86,000182,0,1,0.997,1,1604.3923,4,86,Broward,4,1604.39230019008
15478,46560012,46560012,09,4,46,560012,0,1.52,1.529,1.52,2460.0805,3,46,Bay,3,2460.08053194617
15479,46000096,46000096,09,2,46,000096,0,1.083,1.09,1.083,1754.2705,3,46,Bay,3,1754.27053299431
15480,1000024,01000024,09,5,01,000024,0,1.458,1.466,1.458,2358.8207,1,01,Charlotte,1,2358.82066432812
15481,89000089,89000089,09,1,89,000089,0,0.272,0.272,0.272,438.3976,4,89,Martin,4,438.397647652629
15482,86000642,86000642,09,1,86,000642,0,0.233,0.232,0.233,374.1622,4,86,Broward,4,374.162232062019
15483,93000354,93000354,09,4,93,000354,0,0.594,0.594,0.594,956.1385,4,93,Palm Beach,4,956.138532242483
15484,75200001,75200001,02,3,75,200001,0,0.385,0.385,0.385,620.2725,5,75,Orange,5,620.272518105202
15485,90000153,90000153,09,1,90,000153,0,0.115,0.115,0.115,184.5208,6,90,Monroe,6,184.520799307599
15486,87000660,87000660,12,2,87,000660,0,2.013,2.013,2.013,3240.2648,6,87,Miami-Dade,6,3240.26482236994
15487,89000082,89000082,09,1,89,000082,0,0.505,0.504,0.505,811.7747,4,89,Martin,4,811.774736161873
15488,93220903,93220903,07,1,93,220903,0,5.842,5.841,5.842,9400.4267,4,93,Palm Beach,4,9400.42667407898
15489,93220904,93220904,07,1,93,220904,0,5.84,5.838,5.84,9396.1063,4,93,Palm Beach,4,9396.10625734023
15490,46110000,46110000,09,7,46,110000,0,2.273,2.28,2.273,3668.9857,3,46,Bay,3,3668.98568978004
15491,86518500,86518500,09,3,86,518500,0,1,1.004,1,1615.3916,4,86,Broward,4,1615.39159469969
15492,48900027,48900027,16,4,48,900027,0,0.671,0.674,0.671,1084.4576,3,48,Escambia,3,1084.45757547936
15493,16900024,16900024,16,1,16,900024,0,0.253,0.253,0.253,407.4239,1,16,Polk,1,407.423884923261
15494,61000004,61000004,09,3,61,000004,0,2.956,2.97,2.956,4779.2149,3,61,Washington,3,4779.21486461156
15495,16000297,16000297,02,1,16,000297,0,0.073,0.073,0.073,117.9997,1,16,Polk,1,117.999702728745
15496,86070068,86070068,07,2,86,070068,0,0.612,0.616,0.612,990.7486,4,86,Broward,4,990.748577292019
15497,16000215,16000215,09,7,16,000215,0,0.941,0.94,0.941,1513.1326,1,16,Polk,1,1513.13264744842
15498,91070000,91070000,12,24,91,070000,0,20.008,20.03,20.008,32235.4357,1,91,Okeechobee,1,32235.4357082359
15499,16000317,16000317,09,5,16,000317,0,0.77,0.77,0.77,1239.9717,1,16,Polk,1,1239.97174641882
15500,86900385,86900385,16,1,86,900385,0,0.465,0.464,0.465,747.4372,4,86,Broward,4,747.437209690899
15501,87900055,87900055,16,1,87,900055,0,0.487,0.486,0.487,782.5571,6,87,Miami-Dade,6,782.557105489756
15502,46000049,46000049,09,2,46,000049,0,0.784,0.787,0.784,1265.8451,3,46,Bay,3,1265.84509267116
15503,12120001,12120001,07,1,12,120001,0,0.244,0.244,0.244,392.496,1,12,Lee,1,392.495994703766
15504,46000090,46000090,09,2,46,000090,0,1.445,1.448,1.445,2330.5057,3,46,Bay,3,2330.50566890041
15505,79000414,79000414,09,1,79,000414,0,0.121,0.122,0.121,195.7577,5,79,Volusia,5,195.75765192147
15506,7030000,07030000,02,20,07,030000,0,13.213,13.21,13.213,21259.6883,1,07,Hendry,1,21259.6882817836
15507,87000276,87000276,09,2,87,000276,0,0.5,0.503,0.5,809.0999,6,87,Miami-Dade,6,809.099883581054
15508,15150300,15150300,02,14,15,150300,0,1.034,1.031,1.034,1659.8716,7,15,Pinellas,7,1659.87157472315
15509,52900016,52900016,16,2,52,900016,0,0.42,0.419,0.42,674.9579,3,52,Holmes,3,674.957901536858
15510,2030800,02030800,10,15,02,030800,0,17.405,17.405,17.405,28010.0692,7,02,Citrus,7,28010.0692301596
15511,2505800,02505800,10,13,02,505800,0,10.53,10.53,10.53,16946.9232,7,02,Citrus,7,16946.9232372513
15512,2000821,02000821,10,3,02,000821,0,0.591,0.591,0.591,951.8055,7,02,Citrus,7,951.805540494688
15513,3003000,03003000,09,20,03,003000,0,7.819,7.831,7.819,12603.4084,1,03,Collier,1,12603.4084207969
15514,2470800,02470800,10,4,02,470800,0,12.202,12.202,12.202,19637.4201,7,02,Citrus,8,19637.4200949073
15515,2080800,02080800,10,4,02,080800,0,4.172,4.172,4.172,6714.5572,7,02,Citrus,7,6714.55722672654
15516,61514000,61514000,09,2,61,514000,0,1.551,1.553,1.551,2498.5403,3,61,Washington,3,2498.54032990112
15517,61620001,61620001,09,2,61,620001,0,1.035,1.044,1.035,1679.8396,3,61,Washington,3,1679.83963805143
15518,59120004,59120004,17,3,59,120004,0,0.15,0.176,0.15,283.7104,3,59,Wakulla,3,283.710369810727
15519,15000401,15000401,09,4,15,000401,0,0.716,0.718,0.716,1155.0616,7,15,Pinellas,7,1155.06163584838
15520,87900177,87900177,16,1,87,900177,0,0.25,0.25,0.25,401.9212,6,87,Miami-Dade,6,401.921154829924
15521,87900176,87900176,16,1,87,900176,0,0.25,0.25,0.25,401.7742,6,87,Miami-Dade,6,401.774198856566
15522,87900181,87900181,16,1,87,900181,0,0.055,0.054,0.055,87.5643,6,87,Miami-Dade,6,87.5642516573689
15523,87068500,87068500,09,4,87,068500,0,1.631,1.631,1.631,2624.2519,6,87,Miami-Dade,6,2624.25192110939
15524,86130000,86130000,12,32,86,130000,0,7.87,7.883,7.87,12685.7123,4,86,Broward,4,12685.7123218252
15525,15900064,15900064,16,2,15,900064,0,0.144,0.141,0.144,226.601,7,15,Pinellas,7,226.601041279242
15526,15900067,15900067,16,1,15,900067,0,0.211,0.211,0.211,338.8359,7,15,Pinellas,7,338.835913395487
15527,4900061,04900061,16,1,04,900061,0,0.701,0.7,0.701,1126.3083,1,04,Desoto,1,1126.30832329073
15528,15900066,15900066,16,3,15,900066,0,0.348,0.347,0.348,557.9,7,15,Pinellas,7,557.899993626417
15529,15900060,15900060,16,1,15,900060,0,0.18,0.182,0.18,293.3244,7,15,Pinellas,7,293.324445658133
15530,4900058,04900058,16,2,04,900058,0,0.986,0.986,0.986,1586.6398,1,04,Desoto,1,1586.63981156225
15531,48020002,48020002,07,2,48,020002,0,0.11,0.148,0.11,238.4412,3,48,Escambia,3,238.441155595242
15532,4900060,04900060,16,1,04,900060,0,0.347,0.349,0.347,561.0903,1,04,Desoto,1,561.090303740049
15533,12900075,12900075,16,2,12,900075,0,0.363,0.365,0.363,586.8141,1,12,Lee,1,586.814130822168
15534,48040011,48040011,07,4,48,040011,0,0.136,0.191,0.136,306.629,3,48,Escambia,3,306.629031697091
15535,16900577,16900577,16,3,16,900577,0,0.753,0.753,0.753,1211.0491,1,16,Polk,1,1211.04909558243
15536,16900079,16900079,16,3,16,900079,0,0.77,0.769,0.77,1238.0846,1,16,Polk,1,1238.08460999996
15537,16900075,16900075,16,1,16,900075,0,0.168,0.167,0.168,269.1709,1,16,Polk,1,269.170920144369
15538,16900081,16900081,16,2,16,900081,0,0.25,0.25,0.25,401.9092,1,16,Polk,1,401.909213827233
15539,14000071,14000071,09,4,14,000071,0,2.68,2.672,2.68,4300.228,7,14,Pasco,7,4300.22801217429
15540,16900072,16900072,16,1,16,900072,0,0.147,0.147,0.147,237.1743,1,16,Polk,1,237.174317906417
15541,13020000,13020000,02,26,13,020000,0,16.111,16.103,16.111,25914.6513,1,13,Manatee,1,25914.6512727191
15542,8030000,08030000,02,5,08,030000,0,6.667,6.673,6.667,10738.3645,7,08,Hernando,7,10738.3645417484
15543,8000029,08000029,09,3,08,000029,0,3.683,3.674,3.683,5913.485,7,08,Hernando,7,5913.48503409341
15544,51560043,51560043,09,3,51,560043,0,0.307,0.313,0.307,504.1251,3,51,Gulf,3,504.125104940378
15545,51900009,51900009,16,1,51,900009,0,0.295,0.293,0.295,471.529,3,51,Gulf,3,471.529045131389
15546,0,1200081X,10,1,12,00081X,0,0,1.344,0,2163.2708, , , , ,2163.27083183579
15547,87270130,87270130,09,4,87,270130,0,0.735,0.743,0.735,1196.1201,6,87,Miami-Dade,6,1196.1201327254
15548,87270700,87270700,09,2,87,270700,0,0.438,0.4389,0.438,706.3582,6,87,Miami-Dade,6,706.358152370789
15549,51900012,51900012,16,1,51,900012,0,0.158,0.162,0.158,260.1058,3,51,Gulf,3,260.105789909757
15550,72292259,72292259,07,2,72,292259,0,0.227,0.232,0.227,372.6001,2,72,Duval,2,372.600149095236
15551,51560010,51560010,09,5,51,560010,0,0.675,0.676,0.675,1088.2282,3,51,Gulf,3,1088.22818335088
15552,87000274,87000274,09,8,87,000274,0,2.5,2.503,2.5,4028.4299,6,87,Miami-Dade,6,4028.4299452405
15553,7000010,07000010,09,3,07,000010,0,0.917,0.923,0.917,1485.1939,1,07,Hendry,1,1485.19386625003
15554,7900011,07900011,16,2,07,900011,0,0.177,0.175,0.177,281.5107,1,07,Hendry,1,281.510717640087
15555,72020181,72020181,07,1,72,020181,0,0.178,0.178,0.178,285.7691,2,72,Duval,2,285.769091324065
15556,7900021,07900021,16,3,07,900021,0,0.24,0.239,0.24,384.8174,1,07,Hendry,1,384.817387815226
15557,4000016,04000016,09,2,04,000016,0,1.929,1.93,1.929,3106.4414,1,04,Desoto,1,3106.44140496422
15558,7500001,07500001,09,7,07,500001,0,0.924,0.921,0.924,1481.5967,1,07,Hendry,1,1481.59670684517
15559,87900172,87900172,16,1,87,900172,0,0.569,0.569,0.569,915.21,6,87,Miami-Dade,6,915.209963369545
15560,16900576,16900576,16,3,16,900576,0,0.745,0.746,0.745,1200.4563,1,16,Polk,1,1200.45632658786
15561,87000269,87000269,09,7,87,000269,0,2.544,2.536,2.544,4080.7429,6,87,Miami-Dade,6,4080.74287082749
15562,7900015,07900015,16,2,07,900015,0,0.334,0.336,0.334,540.0895,1,07,Hendry,1,540.089471808553
15563,5900028,05900028,16,1,05,900028,0,0.618,0.618,0.618,995.1623,1,05,Glades,1,995.162285275956
15564,16900580,16900580,16,1,16,900580,0,0.215,0.214,0.215,345.1526,1,16,Polk,1,345.15257437014
15565,16900586,16900586,16,2,16,900586,0,0.086,0.086,0.086,138.6493,1,16,Polk,1,138.649305365257
15566,1000093,01000093,09,3,01,000093,0,0.968,0.969,0.968,1559.9694,1,01,Charlotte,1,1559.96941998784
15567,16900585,16900585,16,3,16,900585,0,0.472,0.472,0.472,760.0523,1,16,Polk,1,760.052347082418
15568,16900581,16900581,16,1,16,900581,0,0.032,0.032,0.032,51.6525,1,16,Polk,1,51.6525381727861
15569,2505000,02505000,09,17,02,505000,0,10.803,10.807,10.803,17392.9543,7,02,Citrus,7,17392.9543175388
15570,2000048,02000048,09,2,02,000048,0,1.424,1.42,1.424,2285.4891,7,02,Citrus,7,2285.48908956915
15571,79000426,79000426,09,2,79,000426,0,1.058,1.058,1.058,1702.8019,5,79,Volusia,5,1702.8018518497
15572,2000848,02000848,10,1,02,000848,0,0,1.411,0,2270.2024, , , , ,2270.20240886069
15573,87075704,87075704,02,1,87,075704,0,0.811,0.804,0.811,1293.9195,6,87,Miami-Dade,6,1293.9195395078
15574,51560033,51560033,09,8,51,560033,0,1.041,1.037,1.041,1669.4699,3,51,Gulf,3,1669.46994087122
15575,87210101,87210101,02,3,87,210101,0,0.613,0.619,0.613,996.4193,6,87,Miami-Dade,6,996.419337198846
15576,4900078,04900078,16,1,04,900078,0,0.304,0.304,0.304,489.7434,1,04,Desoto,1,489.743424853904
15577,32590000,32590000,09,4,32,590000,0,13.551,13.546,13.551,21799.6266,2,32,Hamilton,2,21799.626566341
